gid,no_cidade,nome_da_nidade,valor,taxa
5932,Mandirituba,<i>Mandirituba</i>,<b>1</b>,1
5599,Brejo Grande do Araguaia,<i>Brejo Grande do Araguaia</i>,<b>3</b>,3
8148,Tapiramutá,<i>Tapiramutá</i>,<b>0</b>,0
6744,Poço de José de Moura,<i>Poço de José de Moura</i>,<b>1</b>,1
6133,Abdon Batista,<i>Abdon Batista</i>,<b>1</b>,1
9923,Iguaracy,<i>Iguaracy</i>,<b>2</b>,2
10935,São Gotardo,<i>São Gotardo</i>,<b>4</b>,4
9122,Esperantinópolis,<i>Esperantinópolis</i>,<b>2</b>,2
8633,Natividade da Serra,<i>Natividade da Serra</i>,<b>0</b>,0
7518,Davinópolis,<i>Davinópolis</i>,<b>1</b>,1
8248,Santo Antônio de Pádua,<i>Santo Antônio de Pádua</i>,<b>10</b>,10
9699,Serafina Corrêa,<i>Serafina Corrêa</i>,<b>3</b>,3
10974,São Tiago,<i>São Tiago</i>,<b>0</b>,0
9600,Porto Vera Cruz,<i>Porto Vera Cruz</i>,<b>0</b>,0
8925,Araguacema,<i>Araguacema</i>,<b>1</b>,1
6443,Barcelona,<i>Barcelona</i>,<b>1</b>,1
5830,Diamante do Sul,<i>Diamante do Sul</i>,<b>1</b>,1
5689,Santo Antônio do Tauá,<i>Santo Antônio do Tauá</i>,<b>5</b>,5
6365,Santa Terezinha,<i>Santa Terezinha</i>,<b>1</b>,1
7306,Alto Paraguai,<i>Alto Paraguai</i>,<b>2</b>,2
6158,Balneário Arroio do Silva,<i>Balneário Arroio do Silva</i>,<b>1</b>,1
8820,São João das Duas Pontes,<i>São João das Duas Pontes</i>,<b>0</b>,0
10873,Salinas,<i>Salinas</i>,<b>3</b>,3
6107,Terra Boa,<i>Terra Boa</i>,<b>3</b>,3
7396,Porto Esperidião,<i>Porto Esperidião</i>,<b>1</b>,1
9509,Machadinho,<i>Machadinho</i>,<b>0</b>,0
9164,Maracaçumé,<i>Maracaçumé</i>,<b>2</b>,2
8152,Teolândia,<i>Teolândia</i>,<b>3</b>,3
11037,Unaí,<i>Unaí</i>,<b>0</b>,0
9808,Itaporã,<i>Itaporã</i>,<b>3</b>,3
9617,Riozinho,<i>Riozinho</i>,<b>0</b>,0
8247,Santa Maria Madalena,<i>Santa Maria Madalena</i>,<b>0</b>,0
9475,Imbé,<i>Imbé</i>,<b>0</b>,0
7969,Jacobina,<i>Jacobina</i>,<b>5</b>,5
8166,Valença,<i>Valença</i>,<b>2</b>,2
7752,São Cristóvão,<i>São Cristóvão</i>,<b>1</b>,1
9221,Santa Rita,<i>Santa Rita</i>,<b>9</b>,9
7263,Quiterianópolis,<i>Quiterianópolis</i>,<b>6</b>,6
8634,Nazaré Paulista,<i>Nazaré Paulista</i>,<b>0</b>,0
9071,Arame,<i>Arame</i>,<b>7</b>,7
7610,Ouro Verde de Goiás,<i>Ouro Verde de Goiás</i>,<b>1</b>,1
6563,São Miguel,<i>São Miguel</i>,<b>1</b>,1
9740,Tuparendi,<i>Tuparendi</i>,<b>2</b>,2
7813,Boquira,<i>Boquira</i>,<b>3</b>,3
11092,Guaçuí,<i>Guaçuí</i>,<b>1</b>,1
7986,Laje,<i>Laje</i>,<b>3</b>,3
10926,São Francisco de Sales,<i>São Francisco de Sales</i>,<b>0</b>,0
10836,Prudente de Morais,<i>Prudente de Morais</i>,<b>1</b>,1
7639,Rubiataba,<i>Rubiataba</i>,<b>2</b>,2
6618,Barra de Santa Rosa,<i>Barra de Santa Rosa</i>,<b>1</b>,1
10405,Conceição do Rio Verde,<i>Conceição do Rio Verde</i>,<b>1</b>,1
5998,Pinhais,<i>Pinhais</i>,<b>4</b>,4
10680,Mata Verde,<i>Mata Verde</i>,<b>0</b>,0
11023,Tombos,<i>Tombos</i>,<b>0</b>,0
6974,Floriano,<i>Floriano</i>,<b>2</b>,2
10846,Riachinho,<i>Riachinho</i>,<b>0</b>,0
5776,Bom Sucesso do Sul,<i>Bom Sucesso do Sul</i>,<b>0</b>,0
9969,Paulista,<i>Paulista</i>,<b>14</b>,14
7084,São João da Varjota,<i>São João da Varjota</i>,<b>1</b>,1
8273,Aguaí,<i>Aguaí</i>,<b>1</b>,1
8465,Getulina,<i>Getulina</i>,<b>1</b>,1
9103,Capinzal do Norte,<i>Capinzal do Norte</i>,<b>3</b>,3
11125,Rio Novo do Sul,<i>Rio Novo do Sul</i>,<b>1</b>,1
7760,Tomar do Geru,<i>Tomar do Geru</i>,<b>2</b>,2
6257,Itaiópolis,<i>Itaiópolis</i>,<b>5</b>,5
7622,Pilar de Goiás,<i>Pilar de Goiás</i>,<b>0</b>,0
11122,Ponto Belo,<i>Ponto Belo</i>,<b>2</b>,2
7183,Guaraciaba do Norte,<i>Guaraciaba do Norte</i>,<b>0</b>,0
10309,Bueno Brandão,<i>Bueno Brandão</i>,<b>0</b>,0
5865,Guaporema,<i>Guaporema</i>,<b>1</b>,1
9604,Progresso,<i>Progresso</i>,<b>0</b>,0
9934,Itaquitinga,<i>Itaquitinga</i>,<b>4</b>,4
7009,Landri Sales,<i>Landri Sales</i>,<b>1</b>,1
6560,São José de Mipibu,<i>São José de Mipibu</i>,<b>4</b>,4
6328,Pinhalzinho,<i>Pinhalzinho</i>,<b>1</b>,1
7197,Ipueiras,<i>Ipueiras</i>,<b>4</b>,4
9796,Coxim,<i>Coxim</i>,<b>2</b>,2
6453,Caraúbas,<i>Caraúbas</i>,<b>4</b>,4
8429,Dourado,<i>Dourado</i>,<b>1</b>,1
8375,Cajati,<i>Cajati</i>,<b>2</b>,2
7192,Iguatu,<i>Iguatu</i>,<b>6</b>,6
9683,São Sebastião do Caí,<i>São Sebastião do Caí</i>,<b>2</b>,2
6722,Nova Floresta,<i>Nova Floresta</i>,<b>1</b>,1
11099,Itaguaçu,<i>Itaguaçu</i>,<b>5</b>,5
8587,Macaubal,<i>Macaubal</i>,<b>1</b>,1
8949,Caseara,<i>Caseara</i>,<b>0</b>,0
10496,Felisburgo,<i>Felisburgo</i>,<b>1</b>,1
6285,Mafra,<i>Mafra</i>,<b>4</b>,4
6700,Livramento,<i>Livramento</i>,<b>2</b>,2
7540,Guapó,<i>Guapó</i>,<b>2</b>,2
6236,Guatambú,<i>Guatambú</i>,<b>0</b>,0
7793,Baixa Grande,<i>Baixa Grande</i>,<b>0</b>,0
6872,Brasiléia,<i>Brasiléia</i>,<b>7</b>,7
6966,Domingos Mourão,<i>Domingos Mourão</i>,<b>0</b>,0
8963,Dueré,<i>Dueré</i>,<b>0</b>,0
7814,Botuporã,<i>Botuporã</i>,<b>3</b>,3
9424,Esmeralda,<i>Esmeralda</i>,<b>0</b>,0
6939,Canavieira,<i>Canavieira</i>,<b>1</b>,1
7317,Bom Jesus do Araguaia,<i>Bom Jesus do Araguaia</i>,<b>2</b>,2
9202,Porto Franco,<i>Porto Franco</i>,<b>4</b>,4
6779,São José da Lagoa Tapada,<i>São José da Lagoa Tapada</i>,<b>2</b>,2
9302,Balneário Pinhal,<i>Balneário Pinhal</i>,<b>1</b>,1
5794,Campo Mourão,<i>Campo Mourão</i>,<b>6</b>,6
5804,Catanduvas,<i>Catanduvas</i>,<b>1</b>,1
8330,Barra Bonita,<i>Barra Bonita</i>,<b>2</b>,2
5714,Vigia,<i>Vigia</i>,<b>5</b>,5
7130,Ararendá,<i>Ararendá</i>,<b>3</b>,3
10923,São Félix de Minas,<i>São Félix de Minas</i>,<b>1</b>,1
5886,Irati,<i>Irati</i>,<b>3</b>,3
10188,São Sebastião do Uatumã,<i>São Sebastião do Uatumã</i>,<b>2</b>,2
10195,Urucará,<i>Urucará</i>,<b>2</b>,2
10171,Manaquiri,<i>Manaquiri</i>,<b>2</b>,2
9303,Barão,<i>Barão</i>,<b>1</b>,1
9625,Rosário do Sul,<i>Rosário do Sul</i>,<b>0</b>,0
10330,Campestre,<i>Campestre</i>,<b>0</b>,0
8016,Medeiros Neto,<i>Medeiros Neto</i>,<b>2</b>,2
10766,Passabém,<i>Passabém</i>,<b>1</b>,1
8803,Santa Salete,<i>Santa Salete</i>,<b>1</b>,1
10156,Eirunepé,<i>Eirunepé</i>,<b>2</b>,2
7070,Santana do Piauí,<i>Santana do Piauí</i>,<b>1</b>,1
9937,Jataúba,<i>Jataúba</i>,<b>1</b>,1
6230,Grão Pará,<i>Grão Pará</i>,<b>1</b>,1
6433,Almino Afonso,<i>Almino Afonso</i>,<b>1</b>,1
8274,Águas da Prata,<i>Águas da Prata</i>,<b>0</b>,0
5983,Palotina,<i>Palotina</i>,<b>3</b>,3
9274,Agudo,<i>Agudo</i>,<b>0</b>,0
8797,Santa Mercedes,<i>Santa Mercedes</i>,<b>1</b>,1
5859,Goioxim,<i>Goioxim</i>,<b>2</b>,2
9201,Poção de Pedras,<i>Poção de Pedras</i>,<b>1</b>,1
7093,São Miguel da Baixa Grande,<i>São Miguel da Baixa Grande</i>,<b>0</b>,0
10409,Congonhal,<i>Congonhal</i>,<b>0</b>,0
5617,Curuá,<i>Curuá</i>,<b>3</b>,3
6911,Barras,<i>Barras</i>,<b>4</b>,4
7918,Ibitiara,<i>Ibitiara</i>,<b>1</b>,1
7953,Itapé,<i>Itapé</i>,<b>2</b>,2
8071,Ponto Novo,<i>Ponto Novo</i>,<b>2</b>,2
7157,Catarina,<i>Catarina</i>,<b>6</b>,6
6379,São João do Sul,<i>São João do Sul</i>,<b>1</b>,1
6208,Cunha Porã,<i>Cunha Porã</i>,<b>2</b>,2
8558,Jeriquara,<i>Jeriquara</i>,<b>1</b>,1
10540,Guiricema,<i>Guiricema</i>,<b>1</b>,1
5957,Moreira Sales,<i>Moreira Sales</i>,<b>2</b>,2
10782,Pedra do Indaiá,<i>Pedra do Indaiá</i>,<b>0</b>,0
7655,São Francisco de Goiás,<i>São Francisco de Goiás</i>,<b>1</b>,1
8889,Turiúba,<i>Turiúba</i>,<b>0</b>,0
9405,Dois Lajeados,<i>Dois Lajeados</i>,<b>0</b>,0
8284,Alumínio,<i>Alumínio</i>,<b>0</b>,0
10467,Dona Eusébia,<i>Dona Eusébia</i>,<b>0</b>,0
8620,Monte Alegre do Sul,<i>Monte Alegre do Sul</i>,<b>0</b>,0
5631,Itaituba,<i>Itaituba</i>,<b>10</b>,10
9557,Novo Cabrais,<i>Novo Cabrais</i>,<b>0</b>,0
8740,Queiroz,<i>Queiroz</i>,<b>0</b>,0
6284,Macieira,<i>Macieira</i>,<b>0</b>,0
5777,Borrazópolis,<i>Borrazópolis</i>,<b>1</b>,1
7321,Campo Novo do Parecis,<i>Campo Novo do Parecis</i>,<b>5</b>,5
10569,Ipiaçu,<i>Ipiaçu</i>,<b>0</b>,0
7551,Ipameri,<i>Ipameri</i>,<b>3</b>,3
8891,Ubarana,<i>Ubarana</i>,<b>0</b>,0
9160,Lima Campos,<i>Lima Campos</i>,<b>6</b>,6
8097,Salvador,<i>Salvador</i>,<b>27</b>,27
10735,Nova Resende,<i>Nova Resende</i>,<b>1</b>,1
5656,Oeiras do Pará,<i>Oeiras do Pará</i>,<b>4</b>,4
7763,Abaré,<i>Abaré</i>,<b>5</b>,5
5952,Medianeira,<i>Medianeira</i>,<b>2</b>,2
10913,Santo Antônio do Jacinto,<i>Santo Antônio do Jacinto</i>,<b>0</b>,0
10713,Montezuma,<i>Montezuma</i>,<b>1</b>,1
6745,Pombal,<i>Pombal</i>,<b>8</b>,8
7991,Lapão,<i>Lapão</i>,<b>5</b>,5
7465,Araguapaz,<i>Araguapaz</i>,<b>2</b>,2
9442,Formigueiro,<i>Formigueiro</i>,<b>0</b>,0
7924,Iguaí,<i>Iguaí</i>,<b>1</b>,1
10113,Porto Real do Colégio,<i>Porto Real do Colégio</i>,<b>1</b>,1
7941,Itagi,<i>Itagi</i>,<b>1</b>,1
8409,Cordeirópolis,<i>Cordeirópolis</i>,<b>2</b>,2
5682,Santa Izabel do Pará,<i>Santa Izabel do Pará</i>,<b>8</b>,8
7071,Santa Rosa do Piauí,<i>Santa Rosa do Piauí</i>,<b>1</b>,1
9878,Cabo de Santo Agostinho,<i>Cabo de Santo Agostinho</i>,<b>7</b>,7
9856,Altinho,<i>Altinho</i>,<b>4</b>,4
6822,Cerejeiras,<i>Cerejeiras</i>,<b>1</b>,1
10217,Água Boa,<i>Água Boa</i>,<b>0</b>,0
7897,Gandu,<i>Gandu</i>,<b>2</b>,2
10829,Pratápolis,<i>Pratápolis</i>,<b>1</b>,1
9132,Governador Edison Lobão,<i>Governador Edison Lobão</i>,<b>2</b>,2
6826,Espigão D'Oeste,<i>Espigão D'Oeste</i>,<b>1</b>,1
9875,Brejo da Madre de Deus,<i>Brejo da Madre de Deus</i>,<b>5</b>,5
7643,Santa Fé de Goiás,<i>Santa Fé de Goiás</i>,<b>1</b>,1
10121,São José da Laje,<i>São José da Laje</i>,<b>2</b>,2
8563,Jumirim,<i>Jumirim</i>,<b>0</b>,0
9898,Condado,<i>Condado</i>,<b>1</b>,1
8845,Serrana,<i>Serrana</i>,<b>4</b>,4
6603,São João do Rio do Peixe,<i>São João do Rio do Peixe</i>,<b>1</b>,1
10411,Congonhas do Norte,<i>Congonhas do Norte</i>,<b>0</b>,0
10818,Pompéu,<i>Pompéu</i>,<b>3</b>,3
10037,Barra de Santo Antônio,<i>Barra de Santo Antônio</i>,<b>4</b>,4
7841,Candiba,<i>Candiba</i>,<b>1</b>,1
7931,Irajuba,<i>Irajuba</i>,<b>2</b>,2
5818,Cornélio Procópio,<i>Cornélio Procópio</i>,<b>3</b>,3
6136,Agronômica,<i>Agronômica</i>,<b>0</b>,0
6930,Cabeceiras do Piauí,<i>Cabeceiras do Piauí</i>,<b>3</b>,3
6559,São João do Sabugi,<i>São João do Sabugi</i>,<b>1</b>,1
9735,Tucunduva,<i>Tucunduva</i>,<b>0</b>,0
9971,Pesqueira,<i>Pesqueira</i>,<b>10</b>,10
9616,Rio Pardo,<i>Rio Pardo</i>,<b>1</b>,1
5822,Cruzeiro do Iguaçu,<i>Cruzeiro do Iguaçu</i>,<b>0</b>,0
10259,Argirita,<i>Argirita</i>,<b>0</b>,0
10771,Patis,<i>Patis</i>,<b>2</b>,2
6075,São João do Caiuá,<i>São João do Caiuá</i>,<b>1</b>,1
7440,Nova Monte Verde,<i>Nova Monte Verde</i>,<b>0</b>,0
10638,Lagoa dos Patos,<i>Lagoa dos Patos</i>,<b>1</b>,1
8948,Carrasco Bonito,<i>Carrasco Bonito</i>,<b>2</b>,2
8921,Ananás,<i>Ananás</i>,<b>1</b>,1
7287,Tauá,<i>Tauá</i>,<b>6</b>,6
10932,São Gonçalo do Pará,<i>São Gonçalo do Pará</i>,<b>1</b>,1
9003,Oliveira de Fátima,<i>Oliveira de Fátima</i>,<b>1</b>,1
7099,Sebastião Leal,<i>Sebastião Leal</i>,<b>2</b>,2
9597,Porto Alegre,<i>Porto Alegre</i>,<b>26</b>,26
7340,Diamantino,<i>Diamantino</i>,<b>2</b>,2
9089,Bom Jesus das Selvas,<i>Bom Jesus das Selvas</i>,<b>0</b>,0
7227,Milhã,<i>Milhã</i>,<b>2</b>,2
9615,Rio Grande,<i>Rio Grande</i>,<b>9</b>,9
6918,Bertolínia,<i>Bertolínia</i>,<b>0</b>,0
6690,João Pessoa,<i>João Pessoa</i>,<b>39</b>,39
5695,São Geraldo do Araguaia,<i>São Geraldo do Araguaia</i>,<b>0</b>,0
10933,São Gonçalo do Rio Abaixo,<i>São Gonçalo do Rio Abaixo</i>,<b>1</b>,1
7927,Ipecaetá,<i>Ipecaetá</i>,<b>0</b>,0
11098,Irupi,<i>Irupi</i>,<b>1</b>,1
6905,Aroeiras do Itaim,<i>Aroeiras do Itaim</i>,<b>0</b>,0
8076,Presidente Jânio Quadros,<i>Presidente Jânio Quadros</i>,<b>2</b>,2
7407,Santo Afonso,<i>Santo Afonso</i>,<b>0</b>,0
7154,Cariús,<i>Cariús</i>,<b>0</b>,0
7765,Adustina,<i>Adustina</i>,<b>1</b>,1
7809,Bom Jesus da Lapa,<i>Bom Jesus da Lapa</i>,<b>9</b>,9
5949,Matinhos,<i>Matinhos</i>,<b>4</b>,4
6447,Brejinho,<i>Brejinho</i>,<b>2</b>,2
8028,Mundo Novo,<i>Mundo Novo</i>,<b>0</b>,0
8307,Araraquara,<i>Araraquara</i>,<b>10</b>,10
6811,Tenório,<i>Tenório</i>,<b>1</b>,1
6353,Rio Rufino,<i>Rio Rufino</i>,<b>0</b>,0
10095,Olho d'Água Grande,<i>Olho d'Água Grande</i>,<b>2</b>,2
5697,São João de Pirabas,<i>São João de Pirabas</i>,<b>6</b>,6
9553,Nova Prata,<i>Nova Prata</i>,<b>4</b>,4
9023,Recursolândia,<i>Recursolândia</i>,<b>0</b>,0
10150,Canutama,<i>Canutama</i>,<b>1</b>,1
7485,Cachoeira Dourada,<i>Cachoeira Dourada</i>,<b>2</b>,2
10629,Nova União,<i>Nova União</i>,<b>0</b>,0
10753,Padre Paraíso,<i>Padre Paraíso</i>,<b>3</b>,3
11052,Veríssimo,<i>Veríssimo</i>,<b>0</b>,0
10260,Aricanduva,<i>Aricanduva</i>,<b>1</b>,1
7519,Diorama,<i>Diorama</i>,<b>0</b>,0
9256,Tasso Fragoso,<i>Tasso Fragoso</i>,<b>2</b>,2
6435,Angicos,<i>Angicos</i>,<b>2</b>,2
6558,São Gonçalo do Amarante,<i>São Gonçalo do Amarante</i>,<b>11</b>,11
6648,Caraúbas,<i>Caraúbas</i>,<b>1</b>,1
10325,Camanducaia,<i>Camanducaia</i>,<b>0</b>,0
9307,Barra do Guarita,<i>Barra do Guarita</i>,<b>0</b>,0
6027,Quitandinha,<i>Quitandinha</i>,<b>1</b>,1
6587,Triunfo Potiguar,<i>Triunfo Potiguar</i>,<b>1</b>,1
10553,Igarapé,<i>Igarapé</i>,<b>1</b>,1
10694,Minas Novas,<i>Minas Novas</i>,<b>1</b>,1
7378,Nova Olímpia,<i>Nova Olímpia</i>,<b>2</b>,2
10027,Verdejante,<i>Verdejante</i>,<b>2</b>,2
7056,Porto,<i>Porto</i>,<b>2</b>,2
6894,Água Branca,<i>Água Branca</i>,<b>1</b>,1
5984,Paraíso do Norte,<i>Paraíso do Norte</i>,<b>1</b>,1
9354,Capão da Canoa,<i>Capão da Canoa</i>,<b>7</b>,7
5946,Marquinho,<i>Marquinho</i>,<b>0</b>,0
5925,Luiziana,<i>Luiziana</i>,<b>1</b>,1
5761,Balsa Nova,<i>Balsa Nova</i>,<b>0</b>,0
7768,Aiquara,<i>Aiquara</i>,<b>0</b>,0
7005,Lagoa do Barro do Piauí,<i>Lagoa do Barro do Piauí</i>,<b>2</b>,2
10959,São Lourenço,<i>São Lourenço</i>,<b>1</b>,1
7853,Catolândia,<i>Catolândia</i>,<b>0</b>,0
9409,Dona Francisca,<i>Dona Francisca</i>,<b>0</b>,0
7390,Poconé,<i>Poconé</i>,<b>5</b>,5
7438,Nova Marilândia,<i>Nova Marilândia</i>,<b>1</b>,1
10671,Maria da Fé,<i>Maria da Fé</i>,<b>0</b>,0
10353,Caraí,<i>Caraí</i>,<b>3</b>,3
7280,Senador Pompeu,<i>Senador Pompeu</i>,<b>6</b>,6
5619,Dom Eliseu,<i>Dom Eliseu</i>,<b>7</b>,7
8405,Colina,<i>Colina</i>,<b>0</b>,0
10032,Xexéu,<i>Xexéu</i>,<b>2</b>,2
10444,Datas,<i>Datas</i>,<b>0</b>,0
9065,Amarante do Maranhão,<i>Amarante do Maranhão</i>,<b>3</b>,3
10501,Florestal,<i>Florestal</i>,<b>2</b>,2
8541,Itirapuã,<i>Itirapuã</i>,<b>2</b>,2
6839,Vilhena,<i>Vilhena</i>,<b>2</b>,2
5917,Laranjal,<i>Laranjal</i>,<b>2</b>,2
10600,Iturama,<i>Iturama</i>,<b>3</b>,3
7513,Crixás,<i>Crixás</i>,<b>3</b>,3
10552,Icaraí de Minas,<i>Icaraí de Minas</i>,<b>0</b>,0
7267,Quixeré,<i>Quixeré</i>,<b>1</b>,1
7787,Araci,<i>Araci</i>,<b>12</b>,12
9467,Ibarama,<i>Ibarama</i>,<b>0</b>,0
10519,Gameleiras,<i>Gameleiras</i>,<b>3</b>,3
7442,Abadiânia,<i>Abadiânia</i>,<b>1</b>,1
6867,Urupá,<i>Urupá</i>,<b>2</b>,2
10661,Machado,<i>Machado</i>,<b>3</b>,3
6881,Marechal Thaumaturgo,<i>Marechal Thaumaturgo</i>,<b>5</b>,5
11063,Volta Grande,<i>Volta Grande</i>,<b>0</b>,0
9858,Angelim,<i>Angelim</i>,<b>5</b>,5
7940,Itaeté,<i>Itaeté</i>,<b>3</b>,3
9967,Passira,<i>Passira</i>,<b>2</b>,2
9197,Pindaré-Mirim,<i>Pindaré-Mirim</i>,<b>4</b>,4
8004,Mairi,<i>Mairi</i>,<b>4</b>,4
8351,Bom Sucesso de Itararé,<i>Bom Sucesso de Itararé</i>,<b>1</b>,1
9373,Cerro Largo,<i>Cerro Largo</i>,<b>1</b>,1
7125,Antonina do Norte,<i>Antonina do Norte</i>,<b>2</b>,2
9612,Relvado,<i>Relvado</i>,<b>0</b>,0
7481,Buritinópolis,<i>Buritinópolis</i>,<b>0</b>,0
10046,Campestre,<i>Campestre</i>,<b>2</b>,2
6303,Nova Itaberaba,<i>Nova Itaberaba</i>,<b>0</b>,0
6829,Ji-Paraná,<i>Ji-Paraná</i>,<b>2</b>,2
7175,Fortim,<i>Fortim</i>,<b>1</b>,1
9885,Camocim de São Félix,<i>Camocim de São Félix</i>,<b>4</b>,4
10209,São João da Baliza,<i>São João da Baliza</i>,<b>3</b>,3
8796,Santa Maria da Serra,<i>Santa Maria da Serra</i>,<b>1</b>,1
5795,Cândido de Abreu,<i>Cândido de Abreu</i>,<b>0</b>,0
7025,Morro do Chapéu do Piauí,<i>Morro do Chapéu do Piauí</i>,<b>1</b>,1
6782,São José dos Ramos,<i>São José dos Ramos</i>,<b>1</b>,1
7514,Cromínia,<i>Cromínia</i>,<b>0</b>,0
8772,Sagres,<i>Sagres</i>,<b>1</b>,1
8867,Tapiratiba,<i>Tapiratiba</i>,<b>0</b>,0
6081,São José da Boa Vista,<i>São José da Boa Vista</i>,<b>1</b>,1
10103,Passo de Camaragibe,<i>Passo de Camaragibe</i>,<b>6</b>,6
5960,Nossa Senhora das Graças,<i>Nossa Senhora das Graças</i>,<b>0</b>,0
6313,Palhoça,<i>Palhoça</i>,<b>8</b>,8
8181,Araruama,<i>Araruama</i>,<b>12</b>,12
7182,Guaiúba,<i>Guaiúba</i>,<b>5</b>,5
9037,São Félix do Tocantins,<i>São Félix do Tocantins</i>,<b>0</b>,0
8393,Cardoso,<i>Cardoso</i>,<b>1</b>,1
6144,Angelina,<i>Angelina</i>,<b>0</b>,0
7392,Ponte Branca,<i>Ponte Branca</i>,<b>2</b>,2
9382,Colinas,<i>Colinas</i>,<b>0</b>,0
6759,Salgadinho,<i>Salgadinho</i>,<b>2</b>,2
7372,Nova Nazaré,<i>Nova Nazaré</i>,<b>0</b>,0
11001,Sete Lagoas,<i>Sete Lagoas</i>,<b>3</b>,3
6242,Ilhota,<i>Ilhota</i>,<b>1</b>,1
8099,Santa Brígida,<i>Santa Brígida</i>,<b>2</b>,2
7385,Paranatinga,<i>Paranatinga</i>,<b>1</b>,1
7533,Goiandira,<i>Goiandira</i>,<b>0</b>,0
8890,Turmalina,<i>Turmalina</i>,<b>0</b>,0
11073,Aracruz,<i>Aracruz</i>,<b>1</b>,1
8467,Guaiçara,<i>Guaiçara</i>,<b>0</b>,0
7762,Abaíra,<i>Abaíra</i>,<b>1</b>,1
10955,São José do Divino,<i>São José do Divino</i>,<b>0</b>,0
8723,Porangaba,<i>Porangaba</i>,<b>1</b>,1
10456,Divino das Laranjeiras,<i>Divino das Laranjeiras</i>,<b>1</b>,1
9381,Ciríaco,<i>Ciríaco</i>,<b>0</b>,0
7572,Jussara,<i>Jussara</i>,<b>1</b>,1
6100,Sulina,<i>Sulina</i>,<b>0</b>,0
9253,Sítio Novo,<i>Sítio Novo</i>,<b>6</b>,6
7632,Posse,<i>Posse</i>,<b>4</b>,4
7351,Itanhangá,<i>Itanhangá</i>,<b>1</b>,1
11014,Tarumirim,<i>Tarumirim</i>,<b>3</b>,3
8824,São José da Bela Vista,<i>São José da Bela Vista</i>,<b>1</b>,1
9353,Capão Bonito do Sul,<i>Capão Bonito do Sul</i>,<b>0</b>,0
9431,Estrela Velha,<i>Estrela Velha</i>,<b>0</b>,0
5721,Calçoene,<i>Calçoene</i>,<b>2</b>,2
6383,São José do Cerrito,<i>São José do Cerrito</i>,<b>0</b>,0
8730,Praia Grande,<i>Praia Grande</i>,<b>7</b>,7
9634,Santa Clara do Sul,<i>Santa Clara do Sul</i>,<b>0</b>,0
10567,Ipanema,<i>Ipanema</i>,<b>2</b>,2
10725,Natércia,<i>Natércia</i>,<b>0</b>,0
5767,Bela Vista do Paraíso,<i>Bela Vista do Paraíso</i>,<b>0</b>,0
10772,Patos de Minas,<i>Patos de Minas</i>,<b>9</b>,9
9963,Palmeirina,<i>Palmeirina</i>,<b>2</b>,2
8510,Ipaussu,<i>Ipaussu</i>,<b>0</b>,0
10399,Conceição da Aparecida,<i>Conceição da Aparecida</i>,<b>1</b>,1
6326,Petrolândia,<i>Petrolândia</i>,<b>1</b>,1
6108,Terra Rica,<i>Terra Rica</i>,<b>1</b>,1
7750,Santa Rosa de Lima,<i>Santa Rosa de Lima</i>,<b>1</b>,1
10483,Espinosa,<i>Espinosa</i>,<b>2</b>,2
7276,São Benedito,<i>São Benedito</i>,<b>5</b>,5
6380,São Joaquim,<i>São Joaquim</i>,<b>1</b>,1
7318,Brasnorte,<i>Brasnorte</i>,<b>1</b>,1
6130,Virmond,<i>Virmond</i>,<b>0</b>,0
10076,Junqueiro,<i>Junqueiro</i>,<b>2</b>,2
9957,Nazaré da Mata,<i>Nazaré da Mata</i>,<b>3</b>,3
8127,Saubara,<i>Saubara</i>,<b>3</b>,3
6082,São José das Palmeiras,<i>São José das Palmeiras</i>,<b>0</b>,0
7029,Nossa Senhora de Nazaré,<i>Nossa Senhora de Nazaré</i>,<b>2</b>,2
11114,Mucurici,<i>Mucurici</i>,<b>1</b>,1
9629,Salvador das Missões,<i>Salvador das Missões</i>,<b>1</b>,1
9466,Humaitá,<i>Humaitá</i>,<b>0</b>,0
6763,Santa Helena,<i>Santa Helena</i>,<b>1</b>,1
7744,Riachuelo,<i>Riachuelo</i>,<b>1</b>,1
5958,Morretes,<i>Morretes</i>,<b>0</b>,0
9574,Passa Sete,<i>Passa Sete</i>,<b>1</b>,1
9340,Campestre da Serra,<i>Campestre da Serra</i>,<b>0</b>,0
8881,Torre de Pedra,<i>Torre de Pedra</i>,<b>0</b>,0
9392,Coxilha,<i>Coxilha</i>,<b>1</b>,1
10363,Carmo da Mata,<i>Carmo da Mata</i>,<b>0</b>,0
7890,Fátima,<i>Fátima</i>,<b>3</b>,3
8049,Palmas de Monte Alto,<i>Palmas de Monte Alto</i>,<b>5</b>,5
8095,Ruy Barbosa,<i>Ruy Barbosa</i>,<b>0</b>,0
8933,Aurora do Tocantins,<i>Aurora do Tocantins</i>,<b>0</b>,0
8530,Itapirapuã Paulista,<i>Itapirapuã Paulista</i>,<b>2</b>,2
9715,Taquaruçu do Sul,<i>Taquaruçu do Sul</i>,<b>0</b>,0
6154,Arvoredo,<i>Arvoredo</i>,<b>0</b>,0
9596,Portão,<i>Portão</i>,<b>1</b>,1
9419,Erechim,<i>Erechim</i>,<b>4</b>,4
7018,Miguel Alves,<i>Miguel Alves</i>,<b>6</b>,6
6367,Santiago do Sul,<i>Santiago do Sul</i>,<b>0</b>,0
5912,Jundiaí do Sul,<i>Jundiaí do Sul</i>,<b>0</b>,0
