gid,no_cidade,nome_da_nidade,valor,taxa
8250,São Fidélis,<i>São Fidélis</i>,<b>0</b>,0
9758,Victor Graeff,<i>Victor Graeff</i>,<b>0</b>,0
9599,Porto Mauá,<i>Porto Mauá</i>,<b>0</b>,0
6620,Bayeux,<i>Bayeux</i>,<b>1</b>,1
10530,Guapé,<i>Guapé</i>,<b>2</b>,2
6192,Capinzal,<i>Capinzal</i>,<b>3</b>,3
6529,Santa Maria,<i>Santa Maria</i>,<b>3</b>,3
10924,São Francisco,<i>São Francisco</i>,<b>2</b>,2
8314,Artur Nogueira,<i>Artur Nogueira</i>,<b>4</b>,4
8924,Aragominas,<i>Aragominas</i>,<b>0</b>,0
8036,Nova Canaã,<i>Nova Canaã</i>,<b>0</b>,0
10245,Antônio Prado de Minas,<i>Antônio Prado de Minas</i>,<b>0</b>,0
6667,Damião,<i>Damião</i>,<b>1</b>,1
8259,Saquarema,<i>Saquarema</i>,<b>1</b>,1
10083,Marechal Deodoro,<i>Marechal Deodoro</i>,<b>4</b>,4
8267,Valença,<i>Valença</i>,<b>7</b>,7
7555,Itaberaí,<i>Itaberaí</i>,<b>4</b>,4
9757,Vicente Dutra,<i>Vicente Dutra</i>,<b>2</b>,2
8238,Quatis,<i>Quatis</i>,<b>2</b>,2
6552,Santana do Seridó,<i>Santana do Seridó</i>,<b>0</b>,0
9962,Palmares,<i>Palmares</i>,<b>2</b>,2
10938,São João da Mata,<i>São João da Mata</i>,<b>0</b>,0
6332,Pomerode,<i>Pomerode</i>,<b>2</b>,2
10011,Surubim,<i>Surubim</i>,<b>4</b>,4
9168,Matinha,<i>Matinha</i>,<b>3</b>,3
9654,São Domingos do Sul,<i>São Domingos do Sul</i>,<b>1</b>,1
7165,Crateús,<i>Crateús</i>,<b>7</b>,7
7911,Ibicuí,<i>Ibicuí</i>,<b>0</b>,0
7908,Ibiassucê,<i>Ibiassucê</i>,<b>2</b>,2
10925,São Francisco de Paula,<i>São Francisco de Paula</i>,<b>0</b>,0
9432,Eugênio de Castro,<i>Eugênio de Castro</i>,<b>0</b>,0
10176,Nhamundá,<i>Nhamundá</i>,<b>2</b>,2
6239,Ibicaré,<i>Ibicaré</i>,<b>1</b>,1
6853,Governador Jorge Teixeira,<i>Governador Jorge Teixeira</i>,<b>4</b>,4
8535,Itaquaquecetuba,<i>Itaquaquecetuba</i>,<b>8</b>,8
11041,Urucuia,<i>Urucuia</i>,<b>1</b>,1
6869,Vale do Paraíso,<i>Vale do Paraíso</i>,<b>2</b>,2
8370,Cafelândia,<i>Cafelândia</i>,<b>1</b>,1
6198,Chapadão do Lageado,<i>Chapadão do Lageado</i>,<b>0</b>,0
10434,Cristais,<i>Cristais</i>,<b>1</b>,1
6324,Peritiba,<i>Peritiba</i>,<b>1</b>,1
6098,Sertanópolis,<i>Sertanópolis</i>,<b>1</b>,1
7722,Malhada dos Bois,<i>Malhada dos Bois</i>,<b>1</b>,1
8040,Nova Redenção,<i>Nova Redenção</i>,<b>2</b>,2
10618,Jequitinhonha,<i>Jequitinhonha</i>,<b>1</b>,1
8208,Itaguaí,<i>Itaguaí</i>,<b>1</b>,1
9080,Barra do Corda,<i>Barra do Corda</i>,<b>3</b>,3
6823,Colorado do Oeste,<i>Colorado do Oeste</i>,<b>2</b>,2
6721,Nazarezinho,<i>Nazarezinho</i>,<b>2</b>,2
9725,Travesseiro,<i>Travesseiro</i>,<b>0</b>,0
5829,Diamante do Norte,<i>Diamante do Norte</i>,<b>0</b>,0
7981,Jussara,<i>Jussara</i>,<b>0</b>,0
5649,Muaná,<i>Muaná</i>,<b>5</b>,5
5657,Oriximiná,<i>Oriximiná</i>,<b>2</b>,2
7215,Jucás,<i>Jucás</i>,<b>3</b>,3
7710,Gracho Cardoso,<i>Gracho Cardoso</i>,<b>0</b>,0
10377,Cataguases,<i>Cataguases</i>,<b>1</b>,1
9876,Buenos Aires,<i>Buenos Aires</i>,<b>1</b>,1
6488,Jardim de Angicos,<i>Jardim de Angicos</i>,<b>2</b>,2
7946,Itajuípe,<i>Itajuípe</i>,<b>2</b>,2
9181,Nova Olinda do Maranhão,<i>Nova Olinda do Maranhão</i>,<b>2</b>,2
5916,Lapa,<i>Lapa</i>,<b>4</b>,4
6851,Chupinguaia,<i>Chupinguaia</i>,<b>1</b>,1
8590,Mairinque,<i>Mairinque</i>,<b>1</b>,1
6414,Urupema,<i>Urupema</i>,<b>0</b>,0
7601,Nova Crixás,<i>Nova Crixás</i>,<b>2</b>,2
8212,Itatiaia,<i>Itatiaia</i>,<b>6</b>,6
6182,Caibi,<i>Caibi</i>,<b>2</b>,2
7690,Arauá,<i>Arauá</i>,<b>2</b>,2
9987,Sanharó,<i>Sanharó</i>,<b>2</b>,2
8258,Sapucaia,<i>Sapucaia</i>,<b>3</b>,3
7825,Caém,<i>Caém</i>,<b>0</b>,0
8344,Birigui,<i>Birigui</i>,<b>7</b>,7
5978,Ouro Verde do Oeste,<i>Ouro Verde do Oeste</i>,<b>0</b>,0
6009,Pontal do Paraná,<i>Pontal do Paraná</i>,<b>1</b>,1
8196,Cantagalo,<i>Cantagalo</i>,<b>1</b>,1
9527,Montauri,<i>Montauri</i>,<b>0</b>,0
10152,Careiro,<i>Careiro</i>,<b>3</b>,3
7176,Frecheirinha,<i>Frecheirinha</i>,<b>1</b>,1
9680,São Pedro das Missões,<i>São Pedro das Missões</i>,<b>0</b>,0
8434,Eldorado,<i>Eldorado</i>,<b>1</b>,1
8120,São Gonçalo dos Campos,<i>São Gonçalo dos Campos</i>,<b>0</b>,0
7454,Americano do Brasil,<i>Americano do Brasil</i>,<b>0</b>,0
8815,São Bernardo do Campo,<i>São Bernardo do Campo</i>,<b>8</b>,8
6740,Pirpirituba,<i>Pirpirituba</i>,<b>1</b>,1
8079,Quijingue,<i>Quijingue</i>,<b>4</b>,4
10555,Iguatama,<i>Iguatama</i>,<b>0</b>,0
7094,São Miguel do Fidalgo,<i>São Miguel do Fidalgo</i>,<b>0</b>,0
6804,Sossêgo,<i>Sossêgo</i>,<b>4</b>,4
10079,Maceió,<i>Maceió</i>,<b>21</b>,21
5720,Pedra Branca do Amapari,<i>Pedra Branca do Amapari</i>,<b>5</b>,5
9145,Itaipava do Grajaú,<i>Itaipava do Grajaú</i>,<b>2</b>,2
8081,Rafael Jambeiro,<i>Rafael Jambeiro</i>,<b>1</b>,1
8131,Senhor do Bonfim,<i>Senhor do Bonfim</i>,<b>3</b>,3
10487,Estrela do Indaiá,<i>Estrela do Indaiá</i>,<b>0</b>,0
9560,Novo Tiradentes,<i>Novo Tiradentes</i>,<b>1</b>,1
11087,Domingos Martins,<i>Domingos Martins</i>,<b>2</b>,2
6151,Araranguá,<i>Araranguá</i>,<b>6</b>,6
7040,Paquetá,<i>Paquetá</i>,<b>0</b>,0
7973,Jandaíra,<i>Jandaíra</i>,<b>0</b>,0
8686,Pedranópolis,<i>Pedranópolis</i>,<b>1</b>,1
8980,Juarina,<i>Juarina</i>,<b>0</b>,0
6688,Jacaraú,<i>Jacaraú</i>,<b>2</b>,2
10801,Pimenta,<i>Pimenta</i>,<b>1</b>,1
9454,Gramado,<i>Gramado</i>,<b>0</b>,0
6047,Rosário do Ivaí,<i>Rosário do Ivaí</i>,<b>0</b>,0
10393,Claro dos Poções,<i>Claro dos Poções</i>,<b>0</b>,0
8988,Mateiros,<i>Mateiros</i>,<b>0</b>,0
9171,Milagres do Maranhão,<i>Milagres do Maranhão</i>,<b>1</b>,1
9311,Barra Funda,<i>Barra Funda</i>,<b>0</b>,0
6413,Urubici,<i>Urubici</i>,<b>0</b>,0
5749,Antônio Olinto,<i>Antônio Olinto</i>,<b>1</b>,1
10651,Leopoldina,<i>Leopoldina</i>,<b>0</b>,0
8412,Corumbataí,<i>Corumbataí</i>,<b>1</b>,1
5676,Rondon do Pará,<i>Rondon do Pará</i>,<b>1</b>,1
7915,Ibirapitanga,<i>Ibirapitanga</i>,<b>2</b>,2
7401,São José dos Quatro Marcos,<i>São José dos Quatro Marcos</i>,<b>0</b>,0
10887,Santa Margarida,<i>Santa Margarida</i>,<b>0</b>,0
9815,Juti,<i>Juti</i>,<b>1</b>,1
8402,Cesário Lange,<i>Cesário Lange</i>,<b>2</b>,2
9404,Dois Irmãos das Missões,<i>Dois Irmãos das Missões</i>,<b>0</b>,0
7035,Padre Marcos,<i>Padre Marcos</i>,<b>0</b>,0
9468,Ibiaçá,<i>Ibiaçá</i>,<b>1</b>,1
10299,Bonito de Minas,<i>Bonito de Minas</i>,<b>1</b>,1
5678,Salinópolis,<i>Salinópolis</i>,<b>6</b>,6
7978,João Dourado,<i>João Dourado</i>,<b>4</b>,4
6423,Xanxerê,<i>Xanxerê</i>,<b>3</b>,3
7751,Santo Amaro das Brotas,<i>Santo Amaro das Brotas</i>,<b>0</b>,0
8386,Cândido Rodrigues,<i>Cândido Rodrigues</i>,<b>1</b>,1
9049,Tocantínia,<i>Tocantínia</i>,<b>1</b>,1
6612,Aroeiras,<i>Aroeiras</i>,<b>3</b>,3
8770,Rubinéia,<i>Rubinéia</i>,<b>0</b>,0
5811,Clevelândia,<i>Clevelândia</i>,<b>1</b>,1
6900,Amarante,<i>Amarante</i>,<b>5</b>,5
6103,Tapejara,<i>Tapejara</i>,<b>1</b>,1
9459,Guaíba,<i>Guaíba</i>,<b>0</b>,0
5644,Melgaço,<i>Melgaço</i>,<b>4</b>,4
10049,Canapi,<i>Canapi</i>,<b>1</b>,1
7849,Cardeal da Silva,<i>Cardeal da Silva</i>,<b>0</b>,0
7745,Ribeirópolis,<i>Ribeirópolis</i>,<b>2</b>,2
6190,Canelinha,<i>Canelinha</i>,<b>1</b>,1
9499,Lagoa Bonita do Sul,<i>Lagoa Bonita do Sul</i>,<b>0</b>,0
9075,Bacabeira,<i>Bacabeira</i>,<b>1</b>,1
10613,Jeceaba,<i>Jeceaba</i>,<b>0</b>,0
11106,Laranja da Terra,<i>Laranja da Terra</i>,<b>4</b>,4
10262,Astolfo Dutra,<i>Astolfo Dutra</i>,<b>0</b>,0
8670,Paraguaçu Paulista,<i>Paraguaçu Paulista</i>,<b>3</b>,3
8765,Rio Grande da Serra,<i>Rio Grande da Serra</i>,<b>2</b>,2
7228,Miraíma,<i>Miraíma</i>,<b>2</b>,2
5725,Laranjal do Jari,<i>Laranjal do Jari</i>,<b>2</b>,2
9218,Santa Luzia,<i>Santa Luzia</i>,<b>21</b>,21
6003,Piraquara,<i>Piraquara</i>,<b>4</b>,4
6344,Quilombo,<i>Quilombo</i>,<b>0</b>,0
7342,Feliz Natal,<i>Feliz Natal</i>,<b>3</b>,3
10700,Moeda,<i>Moeda</i>,<b>1</b>,1
6906,Arraial,<i>Arraial</i>,<b>1</b>,1
7558,Itajá,<i>Itajá</i>,<b>1</b>,1
9128,Fortuna,<i>Fortuna</i>,<b>2</b>,2
6604,Amparo,<i>Amparo</i>,<b>0</b>,0
10564,Inhaúma,<i>Inhaúma</i>,<b>0</b>,0
7231,Monsenhor Tabosa,<i>Monsenhor Tabosa</i>,<b>2</b>,2
11119,Pedro Canário,<i>Pedro Canário</i>,<b>4</b>,4
8746,Regente Feijó,<i>Regente Feijó</i>,<b>4</b>,4
7743,Riachão do Dantas,<i>Riachão do Dantas</i>,<b>0</b>,0
9535,Mostardas,<i>Mostardas</i>,<b>0</b>,0
8476,Guarantã,<i>Guarantã</i>,<b>2</b>,2
5784,Cambará,<i>Cambará</i>,<b>1</b>,1
6280,Lindóia do Sul,<i>Lindóia do Sul</i>,<b>0</b>,0
7676,Turvelândia,<i>Turvelândia</i>,<b>1</b>,1
9047,Talismã,<i>Talismã</i>,<b>0</b>,0
10466,Dom Viçoso,<i>Dom Viçoso</i>,<b>1</b>,1
5760,Atalaia,<i>Atalaia</i>,<b>3</b>,3
9325,Bossoroca,<i>Bossoroca</i>,<b>1</b>,1
7261,Potengi,<i>Potengi</i>,<b>2</b>,2
7899,Gentio do Ouro,<i>Gentio do Ouro</i>,<b>0</b>,0
7020,Milton Brandão,<i>Milton Brandão</i>,<b>1</b>,1
8618,Monções,<i>Monções</i>,<b>1</b>,1
9576,Passo Fundo,<i>Passo Fundo</i>,<b>9</b>,9
8193,Carapebus,<i>Carapebus</i>,<b>1</b>,1
7472,Bela Vista de Goiás,<i>Bela Vista de Goiás</i>,<b>3</b>,3
10012,Tabira,<i>Tabira</i>,<b>4</b>,4
7178,Graça,<i>Graça</i>,<b>2</b>,2
6450,Caicó,<i>Caicó</i>,<b>7</b>,7
7834,Campo Alegre de Lourdes,<i>Campo Alegre de Lourdes</i>,<b>1</b>,1
8794,Santa Isabel,<i>Santa Isabel</i>,<b>1</b>,1
9239,São José dos Basílios,<i>São José dos Basílios</i>,<b>2</b>,2
5789,Campina Grande do Sul,<i>Campina Grande do Sul</i>,<b>1</b>,1
5594,Benevides,<i>Benevides</i>,<b>6</b>,6
9973,Petrolina,<i>Petrolina</i>,<b>11</b>,11
7133,Arneiroz,<i>Arneiroz</i>,<b>2</b>,2
11107,Linhares,<i>Linhares</i>,<b>5</b>,5
8435,Elias Fausto,<i>Elias Fausto</i>,<b>2</b>,2
10111,Porto Calvo,<i>Porto Calvo</i>,<b>5</b>,5
9425,Esperança do Sul,<i>Esperança do Sul</i>,<b>1</b>,1
10045,Cajueiro,<i>Cajueiro</i>,<b>2</b>,2
7153,Caririaçu,<i>Caririaçu</i>,<b>5</b>,5
8342,Bertioga,<i>Bertioga</i>,<b>1</b>,1
5879,Imbituva,<i>Imbituva</i>,<b>1</b>,1
6537,Poço Branco,<i>Poço Branco</i>,<b>2</b>,2
10328,Campanário,<i>Campanário</i>,<b>0</b>,0
10527,Grão Mogol,<i>Grão Mogol</i>,<b>2</b>,2
11075,Baixo Guandu,<i>Baixo Guandu</i>,<b>3</b>,3
8201,Cordeiro,<i>Cordeiro</i>,<b>1</b>,1
6200,Cocal do Sul,<i>Cocal do Sul</i>,<b>2</b>,2
6004,Pitanga,<i>Pitanga</i>,<b>2</b>,2
6901,Angical do Piauí,<i>Angical do Piauí</i>,<b>1</b>,1
5576,Acará,<i>Acará</i>,<b>6</b>,6
9623,Rondinha,<i>Rondinha</i>,<b>0</b>,0
5706,Terra Santa,<i>Terra Santa</i>,<b>2</b>,2
11056,Vieiras,<i>Vieiras</i>,<b>1</b>,1
9244,São Pedro dos Crentes,<i>São Pedro dos Crentes</i>,<b>0</b>,0
9048,Palmas,<i>Palmas</i>,<b>21</b>,21
9115,Colinas,<i>Colinas</i>,<b>6</b>,6
6808,Taperoá,<i>Taperoá</i>,<b>2</b>,2
5677,Rurópolis,<i>Rurópolis</i>,<b>3</b>,3
9182,Olho d'Água das Cunhãs,<i>Olho d'Água das Cunhãs</i>,<b>0</b>,0
9860,Araripina,<i>Araripina</i>,<b>2</b>,2
9289,Arambaré,<i>Arambaré</i>,<b>1</b>,1
10114,Quebrangulo,<i>Quebrangulo</i>,<b>3</b>,3
6647,Capim,<i>Capim</i>,<b>1</b>,1
9345,Campos Borges,<i>Campos Borges</i>,<b>1</b>,1
8124,São Sebastião do Passé,<i>São Sebastião do Passé</i>,<b>4</b>,4
6670,Diamante,<i>Diamante</i>,<b>2</b>,2
5586,Aurora do Pará,<i>Aurora do Pará</i>,<b>3</b>,3
9385,Constantina,<i>Constantina</i>,<b>1</b>,1
6526,Passa e Fica,<i>Passa e Fica</i>,<b>1</b>,1
6655,Condado,<i>Condado</i>,<b>2</b>,2
9731,Três Palmeiras,<i>Três Palmeiras</i>,<b>0</b>,0
8602,Mendonça,<i>Mendonça</i>,<b>1</b>,1
8607,Miracatu,<i>Miracatu</i>,<b>4</b>,4
6370,São Bento do Sul,<i>São Bento do Sul</i>,<b>3</b>,3
7439,Nova Maringá,<i>Nova Maringá</i>,<b>3</b>,3
8256,São Pedro da Aldeia,<i>São Pedro da Aldeia</i>,<b>8</b>,8
6493,José da Penha,<i>José da Penha</i>,<b>2</b>,2
7346,Glória D'Oeste,<i>Glória D'Oeste</i>,<b>0</b>,0
7429,Terra Nova do Norte,<i>Terra Nova do Norte</i>,<b>2</b>,2
11133,São Roque do Canaã,<i>São Roque do Canaã</i>,<b>0</b>,0
6553,Santo Antônio,<i>Santo Antônio</i>,<b>3</b>,3
9678,São Paulo das Missões,<i>São Paulo das Missões</i>,<b>1</b>,1
10784,Pedralva,<i>Pedralva</i>,<b>0</b>,0
8830,São Luís do Paraitinga,<i>São Luís do Paraitinga</i>,<b>0</b>,0
7488,Caldas Novas,<i>Caldas Novas</i>,<b>10</b>,10
6317,Papanduva,<i>Papanduva</i>,<b>3</b>,3
7939,Itacaré,<i>Itacaré</i>,<b>2</b>,2
8157,Ubaíra,<i>Ubaíra</i>,<b>0</b>,0
5995,Pérola,<i>Pérola</i>,<b>0</b>,0
6015,Prado Ferreira,<i>Prado Ferreira</i>,<b>0</b>,0
8108,Santa Rita de Cássia,<i>Santa Rita de Cássia</i>,<b>1</b>,1
7640,Sanclerlândia,<i>Sanclerlândia</i>,<b>1</b>,1
9193,Pedro do Rosário,<i>Pedro do Rosário</i>,<b>1</b>,1
9798,Dois Irmãos do Buriti,<i>Dois Irmãos do Buriti</i>,<b>3</b>,3
9121,Duque Bacelar,<i>Duque Bacelar</i>,<b>0</b>,0
10939,São João da Ponte,<i>São João da Ponte</i>,<b>2</b>,2
7284,Tabuleiro do Norte,<i>Tabuleiro do Norte</i>,<b>2</b>,2
7783,Aporá,<i>Aporá</i>,<b>1</b>,1
9736,Tunas,<i>Tunas</i>,<b>1</b>,1
10644,Lambari,<i>Lambari</i>,<b>0</b>,0
7647,Santa Rita do Novo Destino,<i>Santa Rita do Novo Destino</i>,<b>0</b>,0
8281,Altair,<i>Altair</i>,<b>2</b>,2
7756,Simão Dias,<i>Simão Dias</i>,<b>16</b>,16
10639,Lagoa Dourada,<i>Lagoa Dourada</i>,<b>1</b>,1
10826,Pouso Alto,<i>Pouso Alto</i>,<b>0</b>,0
10407,Cônego Marinho,<i>Cônego Marinho</i>,<b>0</b>,0
10438,Crucilândia,<i>Crucilândia</i>,<b>0</b>,0
7135,Aurora,<i>Aurora</i>,<b>7</b>,7
11070,Alto Rio Novo,<i>Alto Rio Novo</i>,<b>0</b>,0
5750,Apucarana,<i>Apucarana</i>,<b>5</b>,5
5876,Iguaraçu,<i>Iguaraçu</i>,<b>1</b>,1
6187,Campo Belo do Sul,<i>Campo Belo do Sul</i>,<b>0</b>,0
7537,Goiás,<i>Goiás</i>,<b>4</b>,4
7922,Igaporã,<i>Igaporã</i>,<b>3</b>,3
9928,Itacuruba,<i>Itacuruba</i>,<b>1</b>,1
8731,Pratânia,<i>Pratânia</i>,<b>0</b>,0
6755,Riachão do Poço,<i>Riachão do Poço</i>,<b>0</b>,0
7642,Santa Cruz de Goiás,<i>Santa Cruz de Goiás</i>,<b>0</b>,0
10729,Nova Belém,<i>Nova Belém</i>,<b>2</b>,2
5872,Ibaiti,<i>Ibaiti</i>,<b>1</b>,1
10681,Materlândia,<i>Materlândia</i>,<b>1</b>,1
10065,Ibateguara,<i>Ibateguara</i>,<b>1</b>,1
9825,Novo Horizonte do Sul,<i>Novo Horizonte do Sul</i>,<b>0</b>,0
10984,Senador Cortes,<i>Senador Cortes</i>,<b>0</b>,0
9913,Gameleira,<i>Gameleira</i>,<b>1</b>,1
7823,Cachoeira,<i>Cachoeira</i>,<b>0</b>,0
7820,Buritirama,<i>Buritirama</i>,<b>1</b>,1
7773,Amélia Rodrigues,<i>Amélia Rodrigues</i>,<b>3</b>,3
10474,Durandé,<i>Durandé</i>,<b>0</b>,0
8551,Jaguariúna,<i>Jaguariúna</i>,<b>4</b>,4
9995,São Benedito do Sul,<i>São Benedito do Sul</i>,<b>4</b>,4
7549,Indiara,<i>Indiara</i>,<b>1</b>,1
6167,Benedito Novo,<i>Benedito Novo</i>,<b>1</b>,1
6500,Lagoa Salgada,<i>Lagoa Salgada</i>,<b>1</b>,1
8972,Guaraí,<i>Guaraí</i>,<b>3</b>,3
6888,Sena Madureira,<i>Sena Madureira</i>,<b>8</b>,8
8044,Novo Triunfo,<i>Novo Triunfo</i>,<b>0</b>,0
8788,Santa Cruz da Esperança,<i>Santa Cruz da Esperança</i>,<b>1</b>,1
6849,Candeias do Jamari,<i>Candeias do Jamari</i>,<b>2</b>,2
5583,Ananindeua,<i>Ananindeua</i>,<b>13</b>,13
6395,Sombrio,<i>Sombrio</i>,<b>6</b>,6
7816,Brejolândia,<i>Brejolândia</i>,<b>4</b>,4
6067,Santo Antônio da Platina,<i>Santo Antônio da Platina</i>,<b>1</b>,1
6471,Francisco Dantas,<i>Francisco Dantas</i>,<b>0</b>,0
10523,Gonçalves,<i>Gonçalves</i>,<b>0</b>,0
10110,Poço das Trincheiras,<i>Poço das Trincheiras</i>,<b>2</b>,2
5724,Itaubal,<i>Itaubal</i>,<b>3</b>,3
7475,Bonfinópolis,<i>Bonfinópolis</i>,<b>1</b>,1
10004,São Vicente Ferrer,<i>São Vicente Ferrer</i>,<b>5</b>,5
7857,Chorrochó,<i>Chorrochó</i>,<b>1</b>,1
11038,União de Minas,<i>União de Minas</i>,<b>0</b>,0
10808,Piranguinho,<i>Piranguinho</i>,<b>0</b>,0
6286,Major Gercino,<i>Major Gercino</i>,<b>0</b>,0
10734,Nova Porteirinha,<i>Nova Porteirinha</i>,<b>0</b>,0
8491,Iaras,<i>Iaras</i>,<b>0</b>,0
9223,Santo Amaro do Maranhão,<i>Santo Amaro do Maranhão</i>,<b>1</b>,1
6979,Fronteiras,<i>Fronteiras</i>,<b>3</b>,3
7564,Itumbiara,<i>Itumbiara</i>,<b>4</b>,4
8164,Uruçuca,<i>Uruçuca</i>,<b>3</b>,3
9802,Fátima do Sul,<i>Fátima do Sul</i>,<b>2</b>,2
8811,Santo Expedito,<i>Santo Expedito</i>,<b>0</b>,0
9434,Farroupilha,<i>Farroupilha</i>,<b>8</b>,8
10854,Rio Espera,<i>Rio Espera</i>,<b>0</b>,0
5944,Maripá,<i>Maripá</i>,<b>0</b>,0
6374,São Domingos,<i>São Domingos</i>,<b>3</b>,3
10227,Alfenas,<i>Alfenas</i>,<b>2</b>,2
10739,Novorizonte,<i>Novorizonte</i>,<b>1</b>,1
8791,Santa Ernestina,<i>Santa Ernestina</i>,<b>0</b>,0
7331,Colíder,<i>Colíder</i>,<b>3</b>,3
6403,Timbó Grande,<i>Timbó Grande</i>,<b>2</b>,2
8600,Matão,<i>Matão</i>,<b>6</b>,6
6610,Areia de Baraúnas,<i>Areia de Baraúnas</i>,<b>0</b>,0
8013,Mascote,<i>Mascote</i>,<b>1</b>,1
8045,Olindina,<i>Olindina</i>,<b>0</b>,0
8555,Jardinópolis,<i>Jardinópolis</i>,<b>3</b>,3
5883,Ipiranga,<i>Ipiranga</i>,<b>1</b>,1
10941,São João del Rei,<i>São João del Rei</i>,<b>2</b>,2
5971,Nova Santa Bárbara,<i>Nova Santa Bárbara</i>,<b>0</b>,0
7422,Sapezal,<i>Sapezal</i>,<b>2</b>,2
6172,Bom Jardim da Serra,<i>Bom Jardim da Serra</i>,<b>1</b>,1
7335,Conquista D'Oeste,<i>Conquista D'Oeste</i>,<b>0</b>,0
6153,Arroio Trinta,<i>Arroio Trinta</i>,<b>0</b>,0
9455,Gramado dos Loureiros,<i>Gramado dos Loureiros</i>,<b>0</b>,0
9591,Piratini,<i>Piratini</i>,<b>2</b>,2
7487,Caiapônia,<i>Caiapônia</i>,<b>2</b>,2
10777,Pavão,<i>Pavão</i>,<b>1</b>,1
7972,Jaguaripe,<i>Jaguaripe</i>,<b>2</b>,2
10878,Santa Bárbara do Tugúrio,<i>Santa Bárbara do Tugúrio</i>,<b>0</b>,0
7002,Jurema,<i>Jurema</i>,<b>2</b>,2
10976,São Thomé das Letras,<i>São Thomé das Letras</i>,<b>1</b>,1
8909,Vista Alegre do Alto,<i>Vista Alegre do Alto</i>,<b>1</b>,1
9844,Taquarussu,<i>Taquarussu</i>,<b>0</b>,0
6838,Santa Luzia D'Oeste,<i>Santa Luzia D'Oeste</i>,<b>2</b>,2
10594,Itaúna,<i>Itaúna</i>,<b>0</b>,0
8218,Mangaratiba,<i>Mangaratiba</i>,<b>1</b>,1
6595,Água Branca,<i>Água Branca</i>,<b>2</b>,2
10915,Santo Antônio do Retiro,<i>Santo Antônio do Retiro</i>,<b>0</b>,0
7036,Paes Landim,<i>Paes Landim</i>,<b>2</b>,2
8606,Mineiros do Tietê,<i>Mineiros do Tietê</i>,<b>1</b>,1
7963,Itororó,<i>Itororó</i>,<b>0</b>,0
6929,Buriti dos Montes,<i>Buriti dos Montes</i>,<b>3</b>,3
9767,Westfalia,<i>Westfalia</i>,<b>0</b>,0
6409,Tubarão,<i>Tubarão</i>,<b>7</b>,7
9473,Ijuí,<i>Ijuí</i>,<b>3</b>,3
7283,Solonópole,<i>Solonópole</i>,<b>2</b>,2
10043,Branquinha,<i>Branquinha</i>,<b>3</b>,3
9086,Bernardo do Mearim,<i>Bernardo do Mearim</i>,<b>3</b>,3
6616,Baraúna,<i>Baraúna</i>,<b>1</b>,1
11068,Alegre,<i>Alegre</i>,<b>2</b>,2
9890,Carnaubeira da Penha,<i>Carnaubeira da Penha</i>,<b>1</b>,1
5942,Maringá,<i>Maringá</i>,<b>9</b>,9
8046,Oliveira dos Brejinhos,<i>Oliveira dos Brejinhos</i>,<b>2</b>,2
8728,Pracinha,<i>Pracinha</i>,<b>0</b>,0
6848,Campo Novo de Rondônia,<i>Campo Novo de Rondônia</i>,<b>3</b>,3
7957,Itapitanga,<i>Itapitanga</i>,<b>1</b>,1
7116,Abaiara,<i>Abaiara</i>,<b>2</b>,2
10960,São Miguel do Anta,<i>São Miguel do Anta</i>,<b>1</b>,1
7479,Buriti Alegre,<i>Buriti Alegre</i>,<b>2</b>,2
9408,Dom Pedrito,<i>Dom Pedrito</i>,<b>0</b>,0
9059,Aldeias Altas,<i>Aldeias Altas</i>,<b>2</b>,2
10412,Conquista,<i>Conquista</i>,<b>1</b>,1
6682,Imaculada,<i>Imaculada</i>,<b>2</b>,2
8762,Rinópolis,<i>Rinópolis</i>,<b>0</b>,0
8147,Taperoá,<i>Taperoá</i>,<b>0</b>,0
9331,Cacequi,<i>Cacequi</i>,<b>1</b>,1
9333,Cachoeirinha,<i>Cachoeirinha</i>,<b>2</b>,2
9489,Ivoti,<i>Ivoti</i>,<b>1</b>,1
6455,Carnaubais,<i>Carnaubais</i>,<b>0</b>,0
6217,Erval Velho,<i>Erval Velho</i>,<b>0</b>,0
5858,Goioerê,<i>Goioerê</i>,<b>3</b>,3
9897,Chã Grande,<i>Chã Grande</i>,<b>0</b>,0
9899,Correntes,<i>Correntes</i>,<b>2</b>,2
10948,São João Nepomuceno,<i>São João Nepomuceno</i>,<b>0</b>,0
5964,Nova Cantu,<i>Nova Cantu</i>,<b>0</b>,0
7573,Lagoa Santa,<i>Lagoa Santa</i>,<b>0</b>,0
7810,Bom Jesus da Serra,<i>Bom Jesus da Serra</i>,<b>1</b>,1
6268,Joaçaba,<i>Joaçaba</i>,<b>4</b>,4
9943,Jurema,<i>Jurema</i>,<b>5</b>,5
7541,Guaraíta,<i>Guaraíta</i>,<b>0</b>,0
7786,Araças,<i>Araças</i>,<b>1</b>,1
8880,Timburi,<i>Timburi</i>,<b>0</b>,0
8018,Milagres,<i>Milagres</i>,<b>1</b>,1
6624,Boa Ventura,<i>Boa Ventura</i>,<b>1</b>,1
5658,Ourém,<i>Ourém</i>,<b>5</b>,5
5700,São Sebastião da Boa Vista,<i>São Sebastião da Boa Vista</i>,<b>7</b>,7
7166,Crato,<i>Crato</i>,<b>5</b>,5
7272,Salitre,<i>Salitre</i>,<b>3</b>,3
9780,Bataguassu,<i>Bataguassu</i>,<b>2</b>,2
